Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,EDUCATION_LEV,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2006,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,None,ISCED11_3,PT,2025-03-05T00:00:00,2012,96.67022
2007,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,None,ISCED11_3,PT,2025-03-05T00:00:00,2012,92.55751
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,None,ISCED11_3,PT,2025-03-05T00:00:00,2012,96.3293
2009,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,None,ISCED11_3,PT,2025-03-05T00:00:00,2012,89.30569
2012,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,None,ISCED11_3,PT,2025-03-05T00:00:00,2012,99.61365
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,AGG_2_3,PT,2025-03-05T00:00:00,2008,95.9781
2003,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_02,PT,2025-03-05T00:00:00,2014,65.69131
2004,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_02,PT,2025-03-05T00:00:00,2014,72.33514
2005,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_02,PT,2025-03-05T00:00:00,2014,72.91746
2006,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_02,PT,2025-03-05T00:00:00,2014,72.91625
2007,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_02,PT,2025-03-05T00:00:00,2014,73.30272
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_02,PT,2025-03-05T00:00:00,2014,74.23724
2009,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_02,PT,2025-03-05T00:00:00,2014,74.33863
2012,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_02,PT,2025-03-05T00:00:00,2014,81.70335
2014,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_02,PT,2025-03-05T00:00:00,2014,79.99955
2003,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_1,PT,2025-03-05T00:00:00,2008,98.94422
2004,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_1,PT,2025-03-05T00:00:00,2008,99.21044
2005,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_1,PT,2025-03-05T00:00:00,2008,99.23641
2007,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_1,PT,2025-03-05T00:00:00,2008,98.55967
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_1,PT,2025-03-05T00:00:00,2008,98.29093
2004,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_2,PT,2025-03-05T00:00:00,2008,98.05096
2005,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_2,PT,2025-03-05T00:00:00,2008,99.31908
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_2,PT,2025-03-05T00:00:00,2008,99.25513
2006,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_3,PT,2025-03-05T00:00:00,2012,94.85503
2007,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_3,PT,2025-03-05T00:00:00,2012,93.4873
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_3,PT,2025-03-05T00:00:00,2012,93.15364
2009,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_3,PT,2025-03-05T00:00:00,2012,83.35783
2012,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,F,ISCED11_3,PT,2025-03-05T00:00:00,2012,99.73952
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,AGG_2_3,PT,2025-03-05T00:00:00,2008,98.02753
2003,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_02,PT,2025-03-05T00:00:00,2014,49.19321
2004,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_02,PT,2025-03-05T00:00:00,2014,54.05466
2005,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_02,PT,2025-03-05T00:00:00,2014,54.54747
2006,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_02,PT,2025-03-05T00:00:00,2014,54.54162
2007,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_02,PT,2025-03-05T00:00:00,2014,55.03252
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_02,PT,2025-03-05T00:00:00,2014,73.24809
2009,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_02,PT,2025-03-05T00:00:00,2014,92.49232
2012,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_02,PT,2025-03-05T00:00:00,2014,75.59577
2014,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_02,PT,2025-03-05T00:00:00,2014,90.00112
2003,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_1,PT,2025-03-05T00:00:00,2008,98.52008
2004,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_1,PT,2025-03-05T00:00:00,2008,98.47482
2005,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_1,PT,2025-03-05T00:00:00,2008,98.66149
2007,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_1,PT,2025-03-05T00:00:00,2008,98.8065
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_1,PT,2025-03-05T00:00:00,2008,98.52109
2004,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_2,PT,2025-03-05T00:00:00,2008,99.09884
2005,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_2,PT,2025-03-05T00:00:00,2008,98.59721
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_2,PT,2025-03-05T00:00:00,2008,97.72515
2006,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_3,PT,2025-03-05T00:00:00,2012,97.73012
2007,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_3,PT,2025-03-05T00:00:00,2012,92.04532
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_3,PT,2025-03-05T00:00:00,2012,98.21559
2009,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_3,PT,2025-03-05T00:00:00,2012,92.97892
2012,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_TRA_GRDL,404,M,ISCED11_3,PT,2025-03-05T00:00:00,2012,99.53791
