Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,OCCUPATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_5,CUR_LCU,2025-03-15T00:00:00,2019,24.91
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_5,CUR_LCU,2025-03-15T00:00:00,2019,60.91
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_6,CUR_LCU,2025-03-15T00:00:00,2019,15.04
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_6,CUR_LCU,2025-03-15T00:00:00,2019,25.6
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_7,CUR_LCU,2025-03-15T00:00:00,2019,15.84
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_7,CUR_LCU,2025-03-15T00:00:00,2019,395.69
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_8,CUR_LCU,2025-03-15T00:00:00,2019,29.8
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_8,CUR_LCU,2025-03-15T00:00:00,2019,84.71
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_9,CUR_LCU,2025-03-15T00:00:00,2019,17.56
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,F,Y_GE15,ISCO08_9,CUR_LCU,2025-03-15T00:00:00,2019,26.81
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,None,CUR_LCU,2025-03-15T00:00:00,2019,51.14
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,None,CUR_LCU,2025-03-15T00:00:00,2019,103.15
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_0,CUR_LCU,2025-03-15T00:00:00,2019,83.93
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_0,CUR_LCU,2025-03-15T00:00:00,2019,330.03
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_1,CUR_LCU,2025-03-15T00:00:00,2019,295.6
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_1,CUR_LCU,2025-03-15T00:00:00,2019,549.47
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_2,CUR_LCU,2025-03-15T00:00:00,2019,170.18
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_2,CUR_LCU,2025-03-15T00:00:00,2019,279.63
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_3,CUR_LCU,2025-03-15T00:00:00,2019,86.01
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_3,CUR_LCU,2025-03-15T00:00:00,2019,264.98
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_4,CUR_LCU,2025-03-15T00:00:00,2019,63.13
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_4,CUR_LCU,2025-03-15T00:00:00,2019,325.62
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_5,CUR_LCU,2025-03-15T00:00:00,2019,32.14
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_5,CUR_LCU,2025-03-15T00:00:00,2019,63.8
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_6,CUR_LCU,2025-03-15T00:00:00,2019,14.84
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_6,CUR_LCU,2025-03-15T00:00:00,2019,32.56
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_7,CUR_LCU,2025-03-15T00:00:00,2019,38.08
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_7,CUR_LCU,2025-03-15T00:00:00,2019,51.98
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_8,CUR_LCU,2025-03-15T00:00:00,2019,47.98
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_8,CUR_LCU,2025-03-15T00:00:00,2019,61.31
2005,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_9,CUR_LCU,2025-03-15T00:00:00,2019,22.75
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES),HS - Continuous household survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_9,CUR_LCU,2025-03-15T00:00:00,2019,30.99
2005,U,0,Repository: ILO-STATISTICS - Micro data processing | Currency: KEN - Kenyan shilling (KES) | Break in series: Methodology revised,HIES - Household Budget Survey,SL_EMP_EARN,404,M,Y_GE15,ISCO08_X,CUR_LCU,2025-03-15T00:00:00,2005,10.08
