Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,F,None,NUMBER,2025-03-13T00:00:00,2017,120.0
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,F,None,NUMBER,2025-03-13T00:00:00,2017,283.0
2014,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,F,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,143.0
2015,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,F,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,309.0
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,F,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,120.0
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,F,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,283.0
2015,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,M,None,NUMBER,2025-03-13T00:00:00,2017,9.0
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,M,None,NUMBER,2025-03-13T00:00:00,2017,67.0
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,M,None,NUMBER,2025-03-13T00:00:00,2017,69.0
2015,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,9.0
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,67.0
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETV,404,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,69.0
2016,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,404,None,None,NUMBER,2025-03-13T00:00:00,2020,59.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,404,None,None,NUMBER,2025-03-13T00:00:00,2020,267.0
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,404,F,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,207.0
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,404,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,56.0
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFL,404,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,60.0
2016,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,404,None,None,PER_100000_POP,2025-03-13T00:00:00,2020,0.12
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,404,None,None,PER_100000_POP,2025-03-13T00:00:00,2020,0.54
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,404,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,1.59
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,404,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.45
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVFLR,404,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.47
2014,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,None,None,PER_100000_POP,2025-03-13T00:00:00,2018,0.31
2015,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,None,None,PER_100000_POP,2025-03-13T00:00:00,2018,0.68
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,None,None,PER_100000_POP,2025-03-13T00:00:00,2018,0.39
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,None,None,PER_100000_POP,2025-03-13T00:00:00,2018,0.72
2018,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,None,None,PER_100000_POP,2025-03-13T00:00:00,2018,0.56
2014,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.61
2015,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,1.32
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.75
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,1.37
2014,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,F,None,PER_100000_POP,2025-03-13T00:00:00,2017,0.62
2015,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,F,None,PER_100000_POP,2025-03-13T00:00:00,2017,1.31
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,F,None,PER_100000_POP,2025-03-13T00:00:00,2017,0.5
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,F,None,PER_100000_POP,2025-03-13T00:00:00,2017,1.15
2014,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,1.21
2015,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,2.53
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.95
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,2.18
2015,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,M,None,PER_100000_POP,2025-03-13T00:00:00,2017,0.04
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,M,None,PER_100000_POP,2025-03-13T00:00:00,2017,0.28
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,M,None,PER_100000_POP,2025-03-13T00:00:00,2017,0.28
2015,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.08
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.54
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,404,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.54
2016,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,404,None,None,NUMBER,2025-03-13T00:00:00,2020,8.0
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,404,None,None,NUMBER,2025-03-13T00:00:00,2020,7.0
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,404,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,8.0
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSX,404,M,Y_GE18,NUMBER,2025-03-13T00:00:00,2017,7.0
2016,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,404,None,None,PER_100000_POP,2025-03-13T00:00:00,2020,0.02
2017,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,404,None,None,PER_100000_POP,2025-03-13T00:00:00,2020,0.01
2016,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,404,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.06
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVSXR,404,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2017,0.06
