Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,CUST_BREAKDOWN_LB,Value
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C156,None,T,2024-05-16T00:00:00,2010-2022,China,3.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C156,None,T,2024-05-16T00:00:00,2010-2022,China,3.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C175,None,T,2024-05-16T00:00:00,2010-2022,Mayotte,2.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C232,None,T,2024-05-16T00:00:00,2010-2022,Eritrea,8.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C232,None,T,2024-05-16T00:00:00,2010-2022,Eritrea,9.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C232,None,T,2024-05-16T00:00:00,2010-2022,Eritrea,15.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C232,None,T,2024-05-16T00:00:00,2010-2022,Eritrea,18.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C232,None,T,2024-05-16T00:00:00,2010-2022,Eritrea,15.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C232,None,T,2024-05-16T00:00:00,2010-2022,Eritrea,16.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C262,None,T,2024-05-16T00:00:00,2010-2022,Djibouti,19.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C262,None,T,2024-05-16T00:00:00,2010-2022,Djibouti,32.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C262,None,T,2024-05-16T00:00:00,2010-2022,Djibouti,25.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C262,None,T,2024-05-16T00:00:00,2010-2022,Djibouti,21.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C262,None,T,2024-05-16T00:00:00,2010-2022,Djibouti,17.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C262,None,T,2024-05-16T00:00:00,2010-2022,Djibouti,10.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C356,None,T,2024-05-16T00:00:00,2010-2022,India,1159.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C356,None,T,2024-05-16T00:00:00,2010-2022,India,1245.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C356,None,T,2024-05-16T00:00:00,2010-2022,India,1399.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C356,None,T,2024-05-16T00:00:00,2010-2022,India,1589.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C356,None,T,2024-05-16T00:00:00,2010-2022,India,1633.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C356,None,T,2024-05-16T00:00:00,2010-2022,India,1295.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C36,None,T,2024-05-16T00:00:00,2010-2022,Australia,2.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C36,None,T,2024-05-16T00:00:00,2010-2022,Australia,2.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C36,None,T,2024-05-16T00:00:00,2010-2022,Australia,3.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C36,None,T,2024-05-16T00:00:00,2010-2022,Australia,1.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C36,None,T,2024-05-16T00:00:00,2010-2022,Australia,2.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C360,None,T,2024-05-16T00:00:00,2010-2022,Indonesia,1094.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C360,None,T,2024-05-16T00:00:00,2010-2022,Indonesia,1251.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C360,None,T,2024-05-16T00:00:00,2010-2022,Indonesia,1180.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C360,None,T,2024-05-16T00:00:00,2010-2022,Indonesia,766.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C360,None,T,2024-05-16T00:00:00,2010-2022,Indonesia,1110.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C360,None,T,2024-05-16T00:00:00,2010-2022,Indonesia,2140.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C364,None,T,2024-05-16T00:00:00,2010-2022,Iran (Islamic Republic of),1.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C364,None,T,2024-05-16T00:00:00,2010-2022,Iran (Islamic Republic of),1.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C364,None,T,2024-05-16T00:00:00,2010-2022,Iran (Islamic Republic of),1.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C364,None,T,2024-05-16T00:00:00,2010-2022,Iran (Islamic Republic of),0.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C364,None,T,2024-05-16T00:00:00,2010-2022,Iran (Islamic Republic of),0.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C364,None,T,2024-05-16T00:00:00,2010-2022,Iran (Islamic Republic of),0.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C404,None,T,2024-05-16T00:00:00,2010-2022,Kenya,2298.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C404,None,T,2024-05-16T00:00:00,2010-2022,Kenya,2339.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C404,None,T,2024-05-16T00:00:00,2010-2022,Kenya,2154.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C404,None,T,2024-05-16T00:00:00,2010-2022,Kenya,1533.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C404,None,T,2024-05-16T00:00:00,2010-2022,Kenya,1586.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C404,None,T,2024-05-16T00:00:00,2010-2022,Kenya,1396.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C450,None,T,2024-05-16T00:00:00,2010-2022,Madagascar,23.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C450,None,T,2024-05-16T00:00:00,2010-2022,Madagascar,34.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C450,None,T,2024-05-16T00:00:00,2010-2022,Madagascar,53.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C450,None,T,2024-05-16T00:00:00,2010-2022,Madagascar,44.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C450,None,T,2024-05-16T00:00:00,2010-2022,Madagascar,58.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C450,None,T,2024-05-16T00:00:00,2010-2022,Madagascar,144.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C458,None,T,2024-05-16T00:00:00,2010-2022,Malaysia,41.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C458,None,T,2024-05-16T00:00:00,2010-2022,Malaysia,26.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C458,None,T,2024-05-16T00:00:00,2010-2022,Malaysia,27.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C458,None,T,2024-05-16T00:00:00,2010-2022,Malaysia,17.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C458,None,T,2024-05-16T00:00:00,2010-2022,Malaysia,16.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C458,None,T,2024-05-16T00:00:00,2010-2022,Malaysia,23.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C480,None,T,2024-05-16T00:00:00,2010-2022,Mauritius,1.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C50,None,T,2024-05-16T00:00:00,2010-2022,Bangladesh,237.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C50,None,T,2024-05-16T00:00:00,2010-2022,Bangladesh,190.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C50,None,T,2024-05-16T00:00:00,2010-2022,Bangladesh,217.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C50,None,T,2024-05-16T00:00:00,2010-2022,Bangladesh,253.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C50,None,T,2024-05-16T00:00:00,2010-2022,Bangladesh,414.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C50,None,T,2024-05-16T00:00:00,2010-2022,Bangladesh,402.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C508,None,T,2024-05-16T00:00:00,2010-2022,Mozambique,74.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C508,None,T,2024-05-16T00:00:00,2010-2022,Mozambique,89.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C508,None,T,2024-05-16T00:00:00,2010-2022,Mozambique,138.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C508,None,T,2024-05-16T00:00:00,2010-2022,Mozambique,185.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C508,None,T,2024-05-16T00:00:00,2010-2022,Mozambique,169.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C508,None,T,2024-05-16T00:00:00,2010-2022,Mozambique,193.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C512,None,T,2024-05-16T00:00:00,2010-2022,Oman,93.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C512,None,T,2024-05-16T00:00:00,2010-2022,Oman,92.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C512,None,T,2024-05-16T00:00:00,2010-2022,Oman,91.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C512,None,T,2024-05-16T00:00:00,2010-2022,Oman,105.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C512,None,T,2024-05-16T00:00:00,2010-2022,Oman,86.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C512,None,T,2024-05-16T00:00:00,2010-2022,Oman,88.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C586,None,T,2024-05-16T00:00:00,2010-2022,Pakistan,0.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C586,None,T,2024-05-16T00:00:00,2010-2022,Pakistan,1.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C586,None,T,2024-05-16T00:00:00,2010-2022,Pakistan,1.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C608,None,T,2024-05-16T00:00:00,2010-2022,Philippines,7.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C608,None,T,2024-05-16T00:00:00,2010-2022,Philippines,8.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C608,None,T,2024-05-16T00:00:00,2010-2022,Philippines,6.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C608,None,T,2024-05-16T00:00:00,2010-2022,Philippines,4.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C608,None,T,2024-05-16T00:00:00,2010-2022,Philippines,4.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C626,None,T,2024-05-16T00:00:00,2010-2022,Timor-Leste,8.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C626,None,T,2024-05-16T00:00:00,2010-2022,Timor-Leste,7.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C626,None,T,2024-05-16T00:00:00,2010-2022,Timor-Leste,4.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C626,None,T,2024-05-16T00:00:00,2010-2022,Timor-Leste,0.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C626,None,T,2024-05-16T00:00:00,2010-2022,Timor-Leste,1.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C626,None,T,2024-05-16T00:00:00,2010-2022,Timor-Leste,0.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C638,None,T,2024-05-16T00:00:00,2010-2022,Réunion,1.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C682,None,T,2024-05-16T00:00:00,2010-2022,Saudi Arabia,99.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C682,None,T,2024-05-16T00:00:00,2010-2022,Saudi Arabia,180.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C682,None,T,2024-05-16T00:00:00,2010-2022,Saudi Arabia,175.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C682,None,T,2024-05-16T00:00:00,2010-2022,Saudi Arabia,182.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C682,None,T,2024-05-16T00:00:00,2010-2022,Saudi Arabia,158.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C682,None,T,2024-05-16T00:00:00,2010-2022,Saudi Arabia,143.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C704,None,T,2024-05-16T00:00:00,2010-2022,Viet Nam,1.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C704,None,T,2024-05-16T00:00:00,2010-2022,Viet Nam,1.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C704,None,T,2024-05-16T00:00:00,2010-2022,Viet Nam,2.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C704,None,T,2024-05-16T00:00:00,2010-2022,Viet Nam,1.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C704,None,T,2024-05-16T00:00:00,2010-2022,Viet Nam,1.0
