Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2015,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,None,PER_100000_POP,2025-03-21T00:00:00,2022,4.8
2016,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,None,PER_100000_POP,2025-03-21T00:00:00,2022,4.91
2017,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,None,PER_100000_POP,2025-03-21T00:00:00,2022,5.01
2018,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,None,PER_100000_POP,2025-03-21T00:00:00,2022,3.13
2019,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,None,PER_100000_POP,2025-03-21T00:00:00,2022,3.08
2020,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,None,PER_100000_POP,2025-03-21T00:00:00,2022,3.56
2021,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,None,PER_100000_POP,2025-03-21T00:00:00,2022,5.25
2022,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,None,PER_100000_POP,2025-03-21T00:00:00,2022,4.87
2014,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,F,PER_100000_POP,2025-03-21T00:00:00,2022,2.26
2015,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,F,PER_100000_POP,2025-03-21T00:00:00,2022,2.59
2016,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,F,PER_100000_POP,2025-03-21T00:00:00,2022,2.64
2017,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,F,PER_100000_POP,2025-03-21T00:00:00,2022,1.75
2018,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,F,PER_100000_POP,2025-03-21T00:00:00,2022,1.73
2019,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,F,PER_100000_POP,2025-03-21T00:00:00,2022,1.54
2020,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,F,PER_100000_POP,2025-03-21T00:00:00,2022,1.71
2021,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,F,PER_100000_POP,2025-03-21T00:00:00,2022,2.64
2022,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,F,PER_100000_POP,2025-03-21T00:00:00,2022,2.66
2014,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,M,PER_100000_POP,2025-03-21T00:00:00,2022,7.77
2015,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,M,PER_100000_POP,2025-03-21T00:00:00,2022,7.03
2016,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,M,PER_100000_POP,2025-03-21T00:00:00,2022,7.19
2017,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,M,PER_100000_POP,2025-03-21T00:00:00,2022,8.3
2018,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,M,PER_100000_POP,2025-03-21T00:00:00,2022,4.53
2019,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,M,PER_100000_POP,2025-03-21T00:00:00,2022,4.63
2020,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,M,PER_100000_POP,2025-03-21T00:00:00,2022,5.43
2021,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,M,PER_100000_POP,2025-03-21T00:00:00,2022,7.89
2022,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRC,404,M,PER_100000_POP,2025-03-21T00:00:00,2022,7.11
2004,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1200.0
2005,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1084.0
2006,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1106.0
2007,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1102.0
2008,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1215.0
2009,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1907.0
2010,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1926.0
2011,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,2271.0
2012,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,2374.0
2014,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,2305.0
2015,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,2261.0
2016,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,2363.0
2017,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,2466.0
2018,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1569.0
2019,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1576.0
2020,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,1859.0
2021,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,2796.0
2022,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,None,NUMBER,2025-03-21T00:00:00,2022,2643.0
2014,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,F,NUMBER,2025-03-21T00:00:00,2022,522.0
2015,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,F,NUMBER,2025-03-21T00:00:00,2022,611.0
2016,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,F,NUMBER,2025-03-21T00:00:00,2022,639.0
2017,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,F,NUMBER,2025-03-21T00:00:00,2022,433.0
2018,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,F,NUMBER,2025-03-21T00:00:00,2022,437.0
2019,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,F,NUMBER,2025-03-21T00:00:00,2022,396.0
2020,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,F,NUMBER,2025-03-21T00:00:00,2022,449.0
2021,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,F,NUMBER,2025-03-21T00:00:00,2022,706.0
2022,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,F,NUMBER,2025-03-21T00:00:00,2022,725.0
2014,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,M,NUMBER,2025-03-21T00:00:00,2022,1783.0
2015,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,M,NUMBER,2025-03-21T00:00:00,2022,1650.0
2016,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,M,NUMBER,2025-03-21T00:00:00,2022,1724.0
2017,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,M,NUMBER,2025-03-21T00:00:00,2022,2033.0
2018,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,M,NUMBER,2025-03-21T00:00:00,2022,1132.0
2019,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,M,NUMBER,2025-03-21T00:00:00,2022,1180.0
2020,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,M,NUMBER,2025-03-21T00:00:00,2022,1410.0
2021,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,M,NUMBER,2025-03-21T00:00:00,2022,2090.0
2022,A,0,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),VC_IHR_PSRCN,404,M,NUMBER,2025-03-21T00:00:00,2022,1918.0
