Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2003,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.83273
2004,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.82893
2005,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.82658
2006,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.8234
2007,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.82039
2008,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.81705
2009,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.81443
2010,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.81203
2011,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.80905
2012,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.80623
2013,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.80268
2014,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.79992
2015,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.79655
2016,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.79306
2017,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.79033
2018,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.78627
2019,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.78369
2020,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.78036
2021,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.77771
2022,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.77436
2023,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.77153
2024,A,0,0.81872,0.71585,"BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.",ER_RSK_LST,404,IX,2025-04-17T00:00:00,2024,0.76818
